repository,pr,ga,v_old,v_new,update_type,statically_compatible,dynamically_compatible,err
instancio/instancio,926,org.apache.maven.plugins:maven-antrun-plugin,3.0.0,3.1.0,minor,False,,
instancio/instancio,922,com.github.siom79.japicmp:japicmp-maven-plugin,0.18.4,0.18.5,patch,True,,NO_GITHUB
instancio/instancio,916,com.github.siom79.japicmp:japicmp-maven-plugin,0.18.3,0.18.4,patch,True,,NO_GITHUB
instancio/instancio,901,org.slf4j:slf4j-api,2.0.11,2.0.12,patch,True,,NO_GITHUB
instancio/instancio,898,org.assertj:assertj-bom,3.25.2,3.25.3,patch,False,,no_jar
instancio/instancio,897,org.junit:junit-bom,5.10.1,5.10.2,patch,False,,no_jar
instancio/instancio,891,com.puppycrawl.tools:checkstyle,10.12.7,10.13.0,minor,False,,
instancio/instancio,889,org.assertj:assertj-bom,3.25.1,3.25.2,patch,False,,no_jar
instancio/instancio,879,org.apache.maven.plugins:maven-failsafe-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
instancio/instancio,878,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.5,3.15.6,patch,False,,
instancio/instancio,877,org.apache.maven.plugins:maven-surefire-plugin,3.2.3,3.2.5,patch,True,,NO_GITHUB
instancio/instancio,876,org.slf4j:slf4j-api,2.0.10,2.0.11,patch,True,,NO_GITHUB
instancio/instancio,874,org.assertj:assertj-bom,3.25.0,3.25.1,patch,False,,no_jar
instancio/instancio,870,com.puppycrawl.tools:checkstyle,10.12.6,10.12.7,patch,True,True,
instancio/instancio,868,org.slf4j:slf4j-api,2.0.9,2.0.10,patch,False,,
instancio/instancio,865,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.4,3.15.5,patch,True,False,no_test
instancio/instancio,857,com.google.guava:guava,32.1.3-jre,33.0.0-jre,major,False,,
instancio/instancio,848,org.apache.maven.plugins:maven-failsafe-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
instancio/instancio,847,org.apache.maven.plugins:maven-surefire-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
instancio/instancio,840,com.puppycrawl.tools:checkstyle,10.12.5,10.12.6,patch,True,True,
instancio/instancio,839,org.mockito:mockito-bom,4.8.0,4.11.0,minor,False,,no_jar
instancio/instancio,835,com.tngtech.archunit:archunit,1.2.0,1.2.1,patch,True,False,no_maven
instancio/instancio,834,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,False,,
instancio/instancio,830,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.3,3.15.4,patch,True,False,no_compile
instancio/instancio,828,ch.qos.logback:logback-classic,1.3.6,1.3.12,patch,False,,
instancio/instancio,822,org.apache.commons:commons-lang3,3.13.0,3.14.0,minor,False,,
instancio/instancio,820,org.codehaus.mojo:versions-maven-plugin,2.16.1,2.16.2,patch,True,True,
instancio/instancio,819,org.jetbrains:annotations,24.0.1,24.1.0,minor,True,False,no_maven
instancio/instancio,818,com.puppycrawl.tools:checkstyle,10.12.4,10.12.5,patch,False,,
instancio/instancio,805,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,False,,
instancio/instancio,804,org.apache.maven.plugins:maven-failsafe-plugin,3.2.1,3.2.2,patch,True,,NO_GITHUB
instancio/instancio,803,org.apache.maven.plugins:maven-surefire-plugin,3.2.1,3.2.2,patch,True,,NO_GITHUB
instancio/instancio,802,com.tngtech.archunit:archunit,1.1.0,1.2.0,minor,False,,
instancio/instancio,797,org.apache.maven.plugins:maven-pmd-plugin,3.21.0,3.21.2,patch,False,,
instancio/instancio,796,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.2,3.15.3,patch,True,False,no_compile
instancio/instancio,789,org.apache.maven.plugins:maven-checkstyle-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
instancio/instancio,788,org.apache.maven.plugins:maven-failsafe-plugin,3.1.2,3.2.1,minor,True,,NO_GITHUB
instancio/instancio,787,org.apache.maven.plugins:maven-surefire-plugin,3.1.2,3.2.1,minor,True,,NO_GITHUB
instancio/instancio,770,org.jacoco:jacoco-maven-plugin,0.8.10,0.8.11,patch,True,False,no_test
instancio/instancio,769,com.google.guava:guava,32.1.1-jre,32.1.3-jre,patch,True,False,no_test
instancio/instancio,766,com.puppycrawl.tools:checkstyle,10.12.3,10.12.4,patch,False,,
instancio/instancio,763,nl.jqno.equalsverifier:equalsverifier-nodep,3.15.1,3.15.2,patch,False,,
instancio/instancio,760,org.projectlombok:lombok,1.18.28,1.18.30,patch,True,False,no_maven
instancio/instancio,759,org.codehaus.mojo:versions-maven-plugin,2.16.0,2.16.1,patch,False,,
instancio/instancio,758,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,True,,NO_GITHUB
instancio/instancio,751,org.sonarsource.scanner.maven:sonar-maven-plugin,3.9.1.2184,3.10.0.2594,minor,True,True,
instancio/instancio,748,org.apache.maven.plugins:maven-enforcer-plugin,3.4.0,3.4.1,patch,True,,NO_GITHUB
instancio/instancio,740,org.slf4j:slf4j-api,2.0.7,2.0.9,patch,True,,
instancio/instancio,738,com.puppycrawl.tools:checkstyle,10.12.2,10.12.3,patch,False,,
instancio/instancio,731,org.apache.maven.plugins:maven-enforcer-plugin,3.3.0,3.4.0,minor,True,,NO_GITHUB
instancio/instancio,707,com.tngtech.archunit:archunit,1.0.1,1.1.0,minor,False,,
instancio/instancio,702,nl.jqno.equalsverifier:equalsverifier-nodep,3.15,3.15.1,patch,True,False,no_compile
instancio/instancio,692,org.apache.commons:commons-lang3,3.12.0,3.13.0,minor,False,,
microstream-one/microstream,681,ch.qos.logback:logback-classic,1.2.10,1.3.12,minor,False,,
aws/event-ruler,158,com.github.spotbugs:spotbugs-maven-plugin,4.8.4.0,4.8.5.0,patch,True,False,no_test
aws/event-ruler,157,com.fasterxml.jackson.core:jackson-databind,2.17.0,2.17.1,patch,True,True,
aws/event-ruler,156,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,True,,NO_GITHUB
aws/event-ruler,154,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.3,patch,False,,
aws/event-ruler,153,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
aws/event-ruler,149,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,True,,NO_GITHUB
aws/event-ruler,148,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,True,True,
aws/event-ruler,146,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,False,,
aws/event-ruler,144,com.fasterxml.jackson.core:jackson-databind,2.16.1,2.16.2,patch,True,True,
aws/event-ruler,142,com.github.spotbugs:spotbugs-maven-plugin,4.8.3.0,4.8.3.1,other,True,False,no_test
aws/event-ruler,139,com.github.spotbugs:spotbugs-maven-plugin,4.8.2.0,4.8.3.0,patch,False,,
aws/event-ruler,138,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.1,minor,True,True,
aws/event-ruler,137,com.fasterxml.jackson.core:jackson-databind,2.16.0,2.16.1,patch,True,True,
aws/event-ruler,135,com.github.spotbugs:spotbugs-maven-plugin,4.8.1.0,4.8.2.0,patch,False,,
aws/event-ruler,134,org.apache.maven.plugins:maven-javadoc-plugin,3.6.2,3.6.3,patch,False,,
aws/event-ruler,128,org.apache.maven.plugins:maven-javadoc-plugin,3.6.0,3.6.2,patch,False,,
aws/event-ruler,123,org.apache.maven.plugins:maven-checkstyle-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
aws/event-ruler,117,com.fasterxml.jackson.core:jackson-databind,2.15.2,2.15.3,patch,True,True,
aws/event-ruler,113,com.github.spotbugs:spotbugs-maven-plugin,4.7.3.5,4.7.3.6,other,True,False,no_test
aws/event-ruler,112,org.apache.maven.plugins:maven-javadoc-plugin,3.5.0,3.6.0,minor,True,,NO_GITHUB
spring-projects-experimental/spring-boot-migrator,1024,me.tongfei:progressbar,0.9.5,0.10.0,minor,False,,
spring-projects-experimental/spring-boot-migrator,996,org.springframework.shell:spring-shell-dependencies,2.1.10,2.1.14,patch,False,,no_jar
spring-projects-experimental/spring-boot-migrator,960,org.testcontainers:testcontainers,1.19.0,1.19.1,patch,False,,
spring-projects-experimental/spring-boot-migrator,935,io.spring.javaformat:spring-javaformat-maven-plugin,0.0.35,0.0.39,patch,False,,
spring-projects-experimental/spring-boot-migrator,932,org.eclipse.jgit:org.eclipse.jgit,6.4.0.202211300538-r,6.6.1.202309021850-r,minor,False,,
spring-projects-experimental/spring-boot-migrator,928,org.apache.maven.plugins:maven-compiler-plugin,3.10.1,3.11.0,minor,False,,
spring-projects-experimental/spring-boot-migrator,914,com.github.tomakehurst:wiremock-jre8,2.26.3,2.35.1,minor,False,,
jhipster/jhipster-lite,9770,net.bytebuddy:byte-buddy,1.14.14,1.14.15,patch,True,,NO_GITHUB
jhipster/jhipster-lite,9769,org.testcontainers:testcontainers-bom,1.19.7,1.19.8,patch,False,,no_jar
jhipster/jhipster-lite,9767,org.testcontainers:testcontainers-bom,1.19.7,1.19.8,patch,False,,no_jar
jhipster/jhipster-lite,9759,eu.michael-simons.neo4j:neo4j-migrations,2.10.0,2.10.1,patch,True,False,no_compile
jhipster/jhipster-lite,9756,com.approvaltests:approvaltests,23.1.0,24.0.0,major,False,,
jhipster/jhipster-lite,9724,com.github.spullara.mustache.java:compiler,0.9.12,0.9.13,patch,True,True,
jhipster/jhipster-lite,9693,com.github.spullara.mustache.java:compiler,0.9.11,0.9.12,patch,True,True,
jhipster/jhipster-lite,9676,com.approvaltests:approvaltests,22.3.3,23.1.0,major,False,,
jhipster/jhipster-lite,9674,net.jqwik:jqwik,1.8.3,1.8.4,patch,True,False,no_maven
jhipster/jhipster-lite,9640,org.webjars.npm:alpinejs,3.13.8,3.13.10,patch,True,False,no_maven
jhipster/jhipster-lite,9629,net.bytebuddy:byte-buddy,1.14.13,1.14.14,patch,True,,NO_GITHUB
jhipster/jhipster-lite,9616,io.mongock:mongock-bom,5.4.1,5.4.2,patch,False,,no_jar
jhipster/jhipster-lite,9615,io.mongock:mongock-bom,5.4.1,5.4.2,patch,False,,no_jar
jhipster/jhipster-lite,9605,org.apache.maven.plugins:maven-gpg-plugin,3.2.3,3.2.4,patch,True,,NO_GITHUB
jhipster/jhipster-lite,9590,org.webjars.npm:htmx.org,1.9.11,1.9.12,patch,True,False,no_maven
jhipster/jhipster-lite,9589,org.springframework.boot:spring-boot,3.2.4,3.2.5,patch,True,False,no_maven
jhipster/jhipster-lite,9585,org.springframework.boot:spring-boot-dependencies,3.2.4,3.2.5,patch,False,,no_jar
jhipster/jhipster-lite,9584,org.springframework.boot:spring-boot-starter-parent,3.2.4,3.2.5,patch,False,,no_jar
jhipster/jhipster-lite,9574,org.webjars.npm:alpinejs,3.13.5,3.13.8,patch,True,False,no_maven
jhipster/jhipster-lite,9520,com.tngtech.archunit:archunit-junit5-api,1.2.1,1.3.0,minor,True,False,no_maven
jhipster/jhipster-lite,9515,org.apache.maven.plugins:maven-gpg-plugin,3.2.2,3.2.3,patch,True,,NO_GITHUB
jhipster/jhipster-lite,9514,com.tngtech.archunit:archunit-junit5-api,1.2.1,1.3.0,minor,True,False,no_maven
jhipster/jhipster-lite,9484,commons-io:commons-io,2.16.0,2.16.1,patch,True,,NO_GITHUB
jhipster/jhipster-lite,9475,io.mongock:mongock-bom,5.4.0,5.4.1,patch,False,,no_jar
jhipster/jhipster-lite,9469,io.mongock:mongock-bom,5.4.0,5.4.1,patch,False,,no_jar
jhipster/jhipster-lite,9459,org.apache.pulsar:pulsar-client,3.2.1,3.2.2,patch,False,,
jhipster/jhipster-lite,9450,org.apache.maven.plugins:maven-source-plugin,3.3.0,3.3.1,patch,True,,NO_GITHUB
jhipster/jhipster-lite,9446,eu.michael-simons.neo4j:neo4j-migrations,2.9.3,2.10.0,minor,True,False,no_compile
jhipster/jhipster-lite,9435,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,True,False,no_test
jhipster/jhipster-lite,9434,io.fabric8:maven-model-helper,35,36,major,True,True,
jhipster/jhipster-lite,9428,com.google.cloud.tools:jib-maven-plugin,3.4.1,3.4.2,patch,True,False,no_maven
jhipster/jhipster-lite,9395,net.bytebuddy:byte-buddy,1.14.12,1.14.13,patch,True,,NO_GITHUB
jhipster/jhipster-lite,9394,commons-io:commons-io,2.15.1,2.16.0,minor,False,,
jhipster/jhipster-lite,9384,org.springframework.cloud:spring-cloud-starter-netflix-eureka-client,4.1.0,4.1.1,patch,True,False,no_test
jhipster/jhipster-lite,9383,org.springframework.cloud:spring-cloud-dependencies,2023.0.0,2023.0.1,patch,False,,no_jar
jhipster/jhipster-lite,9382,com.google.protobuf:protobuf-java,4.26.0,4.26.1,patch,True,,NO_TAG
jhipster/jhipster-lite,9381,org.liquibase:liquibase-core,4.26.0,4.27.0,minor,False,,
jhipster/jhipster-lite,9376,org.apache.maven.plugins:maven-gpg-plugin,3.2.1,3.2.2,patch,False,,
jhipster/jhipster-lite,9327,org.springframework.boot:spring-boot-dependencies,3.2.3,3.2.4,patch,False,,no_jar
jhipster/jhipster-lite,9325,org.springframework.boot:spring-boot-starter-parent,3.2.3,3.2.4,patch,False,,no_jar
jhipster/jhipster-lite,9324,org.springframework.boot:spring-boot,3.2.3,3.2.4,patch,True,False,no_maven
jhipster/jhipster-lite,9279,eu.michael-simons.neo4j:neo4j-migrations,2.9.2,2.9.3,patch,True,False,no_compile
jhipster/jhipster-lite,9278,io.github.git-commit-id:git-commit-id-maven-plugin,8.0.1,8.0.2,patch,True,True,
jhipster/jhipster-lite,9277,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,True,True,
jhipster/jhipster-lite,9275,org.apache.maven.plugins:maven-gpg-plugin,3.2.0,3.2.1,patch,True,,NO_GITHUB
jhipster/jhipster-lite,9273,org.apache.maven.plugins:maven-compiler-plugin,3.12.1,3.13.0,minor,True,True,
jhipster/jhipster-lite,9272,io.github.git-commit-id:git-commit-id-maven-plugin,8.0.1,8.0.2,patch,True,True,
jhipster/jhipster-lite,9263,org.webjars.npm:htmx.org,1.9.10,1.9.11,patch,True,False,no_maven
jhipster/jhipster-lite,9215,com.google.protobuf:protobuf-java,3.25.3,4.26.0,major,False,,
jhipster/jhipster-lite,9214,org.sonarsource.scanner.maven:sonar-maven-plugin,3.10.0.2594,3.11.0.3922,minor,False,,
jhipster/jhipster-lite,9212,org.sonarsource.scanner.maven:sonar-maven-plugin,3.10.0.2594,3.11.0.3922,minor,False,,
jhipster/jhipster-lite,9203,io.fabric8:maven-model-helper,29,30,major,True,True,
jhipster/jhipster-lite,9198,org.webjars:webjars-locator,0.51,0.52,minor,True,True,
jhipster/jhipster-lite,9193,org.apache.maven.plugins:maven-gpg-plugin,3.1.0,3.2.0,minor,False,,
jhipster/jhipster-lite,9182,io.github.git-commit-id:git-commit-id-maven-plugin,8.0.0,8.0.1,patch,True,True,
jhipster/jhipster-lite,9181,org.apache.pulsar:pulsar-client,3.2.0,3.2.1,patch,False,,
jhipster/jhipster-lite,9180,org.webjars:webjars-locator,0.50,0.51,minor,True,True,
jhipster/jhipster-lite,9178,io.github.git-commit-id:git-commit-id-maven-plugin,8.0.0,8.0.1,patch,True,True,
jhipster/jhipster-lite,9177,org.eclipse.jgit:org.eclipse.jgit,6.8.0.202311291450-r,6.9.0.202403050737-r,minor,False,,
jhipster/jhipster-lite,9143,org.testcontainers:testcontainers-bom,1.19.6,1.19.7,patch,False,,no_jar
jhipster/jhipster-lite,9142,org.testcontainers:testcontainers-bom,1.19.6,1.19.7,patch,False,,no_jar
jhipster/jhipster-lite,9136,eu.michael-simons.neo4j:neo4j-migrations,2.9.1,2.9.2,patch,True,False,no_compile
jhipster/jhipster-lite,9135,io.github.git-commit-id:git-commit-id-maven-plugin,7.0.0,8.0.0,major,False,,
jhipster/jhipster-lite,9125,io.github.git-commit-id:git-commit-id-maven-plugin,7.0.0,8.0.0,major,False,,
jhipster/jhipster-lite,9108,org.mockito:mockito-junit-jupiter,5.10.0,5.11.0,minor,True,False,no_maven
jhipster/jhipster-lite,9072,org.testcontainers:testcontainers-bom,1.19.4,1.19.6,patch,False,,no_jar
jhipster/jhipster-lite,9071,io.mongock:mongock-bom,5.2.2,5.4.0,minor,False,,no_jar
jhipster/jhipster-lite,9070,org.apache.pulsar:pulsar-client,2.10.1,3.2.0,major,False,,
jhipster/jhipster-lite,9069,org.apache.maven.plugins:maven-failsafe-plugin,3.0.0-M5,3.2.5,minor,False,,
jhipster/jhipster-lite,9067,org.apache.pulsar:pulsar-client,2.10.0,2.10.1,patch,False,,
jhipster/jhipster-lite,9066,com.google.cloud.tools:jib-maven-plugin,3.4.0,3.4.1,patch,True,False,no_maven
jhipster/jhipster-lite,9047,org.apache.kafka:kafka-clients,3.6.1,3.7.0,minor,False,,
jhipster/jhipster-lite,8998,org.springframework.boot:spring-boot,3.2.2,3.2.3,patch,True,False,no_maven
jhipster/jhipster-lite,8989,org.springframework.boot:spring-boot-dependencies,3.2.2,3.2.3,patch,False,,no_jar
jhipster/jhipster-lite,8988,org.springframework.boot:spring-boot-starter-parent,3.2.2,3.2.3,patch,False,,no_jar
jhipster/jhipster-lite,8972,org.testcontainers:testcontainers-bom,1.19.5,1.19.6,patch,False,,no_jar
jhipster/jhipster-lite,8954,eu.michael-simons.neo4j:neo4j-migrations,2.9.0,2.9.1,patch,True,False,no_compile
jhipster/jhipster-lite,8938,net.bytebuddy:byte-buddy,1.14.11,1.14.12,patch,True,,NO_GITHUB
jhipster/jhipster-lite,8921,com.google.protobuf:protobuf-java,3.25.2,3.25.3,patch,True,False,no_maven
jhipster/jhipster-lite,8893,eu.michael-simons.neo4j:neo4j-migrations,2.8.2,2.9.0,minor,True,False,no_compile
jhipster/jhipster-lite,8873,org.testcontainers:testcontainers-bom,1.19.4,1.19.5,patch,False,,no_jar
jhipster/jhipster-lite,8865,org.liquibase:liquibase-core,4.25.1,4.26.0,minor,False,,
jhipster/jhipster-lite,8837,org.assertj:assertj-core,3.25.2,3.25.3,patch,True,False,
jhipster/jhipster-lite,8754,org.webjars.npm:alpinejs,3.13.4,3.13.5,patch,True,False,no_maven
jhipster/jhipster-lite,8730,org.assertj:assertj-core,3.25.1,3.25.2,patch,True,False,
jhipster/jhipster-lite,8729,org.mockito:mockito-junit-jupiter,5.9.0,5.10.0,minor,True,False,no_maven
jhipster/jhipster-lite,8717,org.webjars.npm:alpinejs,3.13.3,3.13.4,patch,True,False,no_maven
jhipster/jhipster-lite,8709,org.springframework.boot:spring-boot,3.2.1,3.2.2,patch,True,False,no_maven
jhipster/jhipster-lite,8708,com.google.protobuf:protobuf-java,3.23.3,3.25.2,minor,False,,
jhipster/jhipster-lite,8704,org.springframework.boot:spring-boot-starter-parent,3.2.1,3.2.2,patch,False,,no_jar
jhipster/jhipster-lite,8633,org.mockito:mockito-junit-jupiter,5.8.0,5.9.0,minor,True,False,no_maven
jhipster/jhipster-lite,8597,io.mongock:mongock-bom,5.3.6,5.4.0,minor,False,,no_jar
jhipster/jhipster-lite,8586,eu.michael-simons.neo4j:neo4j-migrations,2.8.1,2.8.2,patch,True,False,no_compile
jhipster/jhipster-lite,8499,org.assertj:assertj-core,3.25.0,3.25.1,patch,False,,
jhipster/jhipster-lite,8477,org.assertj:assertj-core,3.24.2,3.25.0,minor,False,,
jhipster/jhipster-lite,8445,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,True,True,
jhipster/jhipster-lite,8442,org.webjars.npm:htmx.org,1.9.9,1.9.10,patch,True,False,no_maven
jhipster/jhipster-lite,8441,org.apache.maven.plugins:maven-compiler-plugin,3.12.0,3.12.1,patch,True,True,
jhipster/jhipster-lite,8433,org.springframework.boot:spring-boot-starter-parent,3.2.0,3.2.1,patch,False,,no_jar
jhipster/jhipster-lite,8431,org.springframework.boot:spring-boot,3.2.0,3.2.1,patch,False,,
jhipster/jhipster-lite,8429,net.bytebuddy:byte-buddy,1.14.10,1.14.11,patch,True,,NO_GITHUB
jhipster/jhipster-lite,8415,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,True,True,
jhipster/jhipster-lite,8414,eu.michael-simons.neo4j:neo4j-migrations,2.8.0,2.8.1,patch,True,False,no_compile
jhipster/jhipster-lite,8413,org.liquibase:liquibase-core,4.25.0,4.25.1,patch,False,,
jhipster/jhipster-lite,8408,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,True,True,
jhipster/jhipster-lite,8338,eu.michael-simons.neo4j:neo4j-migrations,1.13.0,2.8.0,major,False,,
jhipster/jhipster-lite,8316,tech.jhipster.lite:jhlite,1.0.0,1.1.0,minor,True,False,no_compile
jhipster/jhipster-lite,8305,org.springframework.cloud:spring-cloud-starter-netflix-eureka-client,4.0.3,4.1.0,minor,True,False,no_test
jhipster/jhipster-lite,8291,org.eclipse.jgit:org.eclipse.jgit,6.7.0.202309050840-r,6.8.0.202311291450-r,minor,False,,
jhipster/jhipster-lite,8284,org.apache.kafka:kafka-clients,3.6.0,3.6.1,patch,False,,
jhipster/jhipster-lite,8263,org.apache.kafka:kafka-clients,3.2.0,3.6.0,minor,False,,
jhipster/jhipster-lite,8253,com.tngtech.archunit:archunit-junit5-api,1.2.0,1.2.1,patch,True,False,no_maven
jhipster/jhipster-lite,8252,tech.jhipster.lite:jhlite,0.48.0,1.0.0,major,False,,
jhipster/jhipster-lite,8249,org.mockito:mockito-junit-jupiter,5.7.0,5.8.0,minor,True,False,no_maven
cmu-db/benchbase,503,org.apache.maven.plugins:maven-jar-plugin,3.3.0,3.4.1,minor,False,,
cmu-db/benchbase,499,org.slf4j:slf4j-api,2.0.12,2.0.13,patch,True,,NO_GITHUB
cmu-db/benchbase,498,org.slf4j:slf4j-reload4j,2.0.12,2.0.13,patch,True,,NO_GITHUB
cmu-db/benchbase,497,commons-io:commons-io,2.15.1,2.16.1,minor,False,,
cmu-db/benchbase,492,com.google.cloud:google-cloud-spanner-jdbc,2.16.0,2.16.1,patch,True,True,
cmu-db/benchbase,491,org.apache.commons:commons-configuration2,2.10.0,2.10.1,patch,True,,NO_GITHUB
cmu-db/benchbase,487,org.xerial:sqlite-jdbc,3.42.0.0,3.45.2.0,minor,False,,
cmu-db/benchbase,486,org.postgresql:postgresql,42.7.2,42.7.3,patch,True,False,no_maven
cmu-db/benchbase,484,jakarta.xml.bind:jakarta.xml.bind-api,4.0.1,4.0.2,patch,True,False,no_test
cmu-db/benchbase,482,org.apache.maven.plugins:maven-assembly-plugin,3.6.0,3.7.0,minor,False,,
cmu-db/benchbase,478,org.glassfish.jaxb:jaxb-runtime,4.0.4,4.0.5,patch,True,,NO_GITHUB
cmu-db/benchbase,476,org.json:json,20240205,20240303,major,True,False,
cmu-db/benchbase,474,com.google.cloud:google-cloud-spanner-jdbc,2.15.4,2.15.5,patch,True,True,
cmu-db/benchbase,470,org.postgresql:postgresql,42.7.1,42.7.2,patch,False,,
cmu-db/benchbase,465,com.google.cloud:google-cloud-spanner-jdbc,2.15.2,2.15.3,patch,True,True,
cmu-db/benchbase,464,org.codehaus.janino:janino,3.1.11,3.1.12,patch,True,True,
cmu-db/benchbase,460,org.codehaus.janino:commons-compiler,3.1.11,3.1.12,patch,True,True,
cmu-db/benchbase,456,com.google.cloud:google-cloud-spanner-jdbc,2.15.1,2.15.2,patch,True,False,
cmu-db/benchbase,450,com.google.cloud:google-cloud-spanner-jdbc,2.14.6,2.15.1,minor,True,False,
cmu-db/benchbase,438,org.mariadb.jdbc:mariadb-java-client,3.3.1,3.3.2,patch,False,,
cmu-db/benchbase,437,org.apache.maven.plugins:maven-compiler-plugin,3.11.0,3.12.0,minor,True,True,
cmu-db/benchbase,429,org.apache.commons:commons-lang3,3.13.0,3.14.0,minor,False,,
cmu-db/benchbase,419,org.slf4j:slf4j-reload4j,2.0.7,2.0.9,patch,True,,
cmu-db/benchbase,411,org.glassfish.jaxb:jaxb-runtime,4.0.3,4.0.4,patch,True,,NO_GITHUB
cmu-db/benchbase,409,org.codehaus.janino:janino,3.1.10,3.1.11,patch,False,,
cmu-db/benchbase,404,jakarta.xml.bind:jakarta.xml.bind-api,4.0.0,4.0.1,patch,True,False,no_test
cmu-db/benchbase,384,org.apache.maven.plugins:maven-clean-plugin,3.2.0,3.3.2,minor,False,,
cmu-db/benchbase,378,org.json:json,20230227,20231013,major,False,,
cmu-db/benchbase,374,org.immutables:value,2.9.0,2.10.0,minor,False,,
cmu-db/benchbase,371,org.codehaus.janino:janino,3.1.9,3.1.10,patch,False,,
gameyfin/gameyfin,289,org.jacoco:jacoco-maven-plugin,0.8.11,0.8.12,patch,True,False,no_test
gameyfin/gameyfin,288,commons-io:commons-io,2.15.1,2.16.1,minor,False,,
gameyfin/gameyfin,276,org.springframework.boot:spring-boot-starter-parent,3.2.2,3.2.4,patch,False,,no_jar
gameyfin/gameyfin,270,org.springdoc:springdoc-openapi-ui,1.7.0,1.8.0,minor,True,False,no_test
gameyfin/gameyfin,230,org.springframework.boot:spring-boot-starter-parent,3.1.5,3.2.2,minor,False,,no_jar
gameyfin/gameyfin,220,com.github.eirslett:frontend-maven-plugin,1.14.2,1.15.0,minor,True,False,no_test
gameyfin/gameyfin,196,com.github.eirslett:frontend-maven-plugin,1.14.0,1.14.2,patch,True,False,no_test
gameyfin/gameyfin,195,commons-io:commons-io,2.14.0,2.15.0,minor,True,,NO_GITHUB
gameyfin/gameyfin,186,org.springframework.boot:spring-boot-starter-parent,3.1.4,3.1.5,patch,False,,no_jar
gameyfin/gameyfin,185,commons-io:commons-io,2.11.0,2.14.0,minor,False,,
gameyfin/gameyfin,184,org.jacoco:jacoco-maven-plugin,0.8.10,0.8.11,patch,True,False,no_test
gameyfin/gameyfin,183,org.springdoc:springdoc-openapi-ui,1.6.15,1.7.0,minor,False,,
gameyfin/gameyfin,162,com.github.eirslett:frontend-maven-plugin,1.12.1,1.14.0,minor,True,False,no_test
gameyfin/gameyfin,161,org.springframework.boot:spring-boot-starter-parent,3.1.0,3.1.4,patch,False,,no_jar
gameyfin/gameyfin,159,com.google.jimfs:jimfs,1.2,1.3.0,minor,False,,
MoshiCoCo/Apple-Monitor,34,org.apache.maven.plugins:maven-shade-plugin,2.4.3,3.5.0,major,False,,
MoshiCoCo/Apple-Monitor,33,org.apache.maven.plugins:maven-compiler-plugin,3.8.1,3.11.0,minor,False,,
MoshiCoCo/Apple-Monitor,31,ch.qos.logback:logback-classic,1.4.5,1.4.11,patch,False,,
MoshiCoCo/Apple-Monitor,30,org.junit.jupiter:junit-jupiter-api,5.9.0,5.10.0,minor,False,,
MoshiCoCo/Apple-Monitor,29,org.projectlombok:lombok,1.18.24,1.18.28,patch,True,False,no_maven
MoshiCoCo/Apple-Monitor,28,commons-codec:commons-codec,1.15,1.16.0,minor,False,,
MoshiCoCo/Apple-Monitor,27,io.github.itning:guava-retrying3,3.0.2,3.0.3,patch,True,True,
hbelmiro/100DaysOfJava,131,info.picocli:picocli,4.7.5,4.7.6,patch,True,False,no_compile
hbelmiro/100DaysOfJava,126,net.datafaker:datafaker,2.2.1,2.2.2,patch,True,False,no_test
hbelmiro/100DaysOfJava,125,net.datafaker:datafaker,2.2.0,2.2.1,patch,True,False,no_test
hbelmiro/100DaysOfJava,124,net.datafaker:datafaker,2.1.0,2.2.0,minor,False,,
hbelmiro/100DaysOfJava,119,jakarta.json.bind:jakarta.json.bind-api,3.0.0,3.0.1,patch,True,False,no_maven
hbelmiro/100DaysOfJava,111,org.projectlombok:lombok,1.18.30,1.18.32,patch,False,,
